irszám.	MAI CÍM	maicim_1	maicim_2	maicim_rest	Google koordináta	TÁRGY	t_n_t_s2	targy_func1_orig	targy_nev	targy_height	targy_qnt	forrás	forras_link_nr	forras_link_host	forras_link	további inf.	tov-inf_link_numbered	tov-inf_link_scheme-host	tov-inf_link_nr	orig_ln
1082	Baross utca 87/a	Baross utca 87/a			47.489115,19.079054	Pest megye elmeháborodottak alapjának javára építendő bérházak	bér				2--Q<db>		0						0	108
1082	Baross utca 87/b	Baross utca 87/b			47.489148, 19.079515	lakóház		<lakó>, ;				163-164	0			8. H; 9. H - oldal *** ; 1894-es lakcímjegyzékben már szerepel: Kohn és Steiner, társ. Kohn Márton, Steiner Károly, Verschitz Pál, burgonyazúzó gyárosok, Barossutcza 87.			0	109
1083	Baross utca 98. -- Koszorú utca 32.	Baross utca 98.	 Koszorú utca 32.		47.489275,19.080611	ötemeletes ház				5-S<emelet>		34-35.o.	0						0	110
1083	Baross utca és a Szigony utca környéke, nincs meg			**Baross utca és a Szigony utca környéke, nincs meg	47.488929,19.080521	kétemeletes ház				2-S<emelet>		MZs	0						0	111
1111	Bartók Béla út 28.	Bartók Béla út 28.			47.4801,19.052068	ötemeletes ház				5-S<emelet>		MZs	0			kút az udvaron a terveken és műterem a padláson.			0	112
1111	Bartók Béla út 36-38.	Bartók Béla út 36-38.			47.4789439,19.0509508	Hadik			'Hadik'			helyszín	0						0	113
	Bartók Béla út 49.	Bartók Béla út 49.											0						0	114
1111	Bartók Béla út 50.	Bartók Béla út 50.			47.478304,19.049228	ötemeletes ház				5-S<emelet>		MZs	0						0	115
1111	Bartók Béla út 52.	Bartók Béla út 52.			47.478252,19.048913	ötemeletes ház				5-S<emelet>		MZs	0			nincsenek tervek a BFL-ben, csak 1986-os  Skála-Coop átalakítási tervek			0	116
1114	Bartók Béla út 61. -- Fadrusz utca 1.	Bartók Béla út 61.	 Fadrusz utca 1.		47.476447,19.043271	négyemeletes ház				4-S<emelet>		MZs	0			nincsenek tervek a BFL-ben, csak 1974-es átalakítás - Népfront, majd 1995. MDF			0	117
1113	Bartók Béla út 72	Bartók Béla út 72.			47.476377,19.044097	ötemeletes ház				5-S<emelet>		MZs	0						0	118
1056	Bástya utca 23 - Királyi Pál utca 18.	Bástya utca 23.	 Királyi Pál utca 18.		47.489279,19.059816	négyemeletes ház				4-S<emelet>		MZs	0			V. ker. szabályozási terv (http://otker.intermap.hu)	(1) http://otker.intermap.hu)		1	119
1037	Bécsi út 8. kisebb épület	Bécsi út 8.		**kisebb épület	47.525277,19.036989	ötemeletes ház				5-S<emelet>		MZs	0						0	120
	Bécsi utca 1-3 -- Fehérhajó utca 2-6.	Bécsi utca 1-3.	 Fehérhajó utca 2-6.			Fõnix-ház (lakóház)		<lakó>, ;	'Fõnix-ház'				0			1965 tetőtér beépítés, 1970 tetőtér beépítés dok.			0	121
1052	Bécsi utca 5. -- Deák F. utca 11-13.	Bécsi utca 5.	 Deák F. utca 11-13.		47.496821,19.051899	Lakóház		<lakó>, ;				184	0			1993-as átalakítás tervei. Megbízó: Bécsi Sarok Center (étterem, kávéház, brókeriroda). Építész, felelős tervező: Puhl Antal. Az eredeti tervek az iroda birtokában, homlokzati tervek nincsenek meg. A műszaki leírás szerint a ház egy általános példája volt			0	122
1131	Béke utca 12 - Petneházy utca 62.	Béke utca 12.	 Petneházy utca 62.		47.532823,19.081347	háromemeletes ház				3-S<emelet>		MZs	0						0	123
	Belgrád rakpart 12.	Belgrád rakpart 12.				Lakóház		<lakó>, ;				55	0			Déry p. 55!!, korábban belügyminisztériumi garázsok voltak az egykori utcafronti üzlethelyiségek helyén, majd Herta Kft, jelenleg kávézó kialakítása folyik (a munkálat vezetőjének elmondása alapján)			0	124
1056	Belgrád rakpart 13-15. -- Sörház utca 1.	Belgrád rakpart 13-15.	 Sörház utca 1.		47.48876,19.054431	Lakóház		<lakó>, ;				56	0			Déry p. 56!! az építtető, Bálint Sándor unokájának is van egy lakása a házban, de nem ott lakik; nyitva: SZ 10:00-17:00  V 10:00-17:00			0	125
1056	Belgrád rakpart 16.	Belgrád rakpart 16.			47.488855,19.054115	ötemeletes ház				5-S<emelet>		56; Gerle-Kovács-Makovecz: A századforduló magyar építészete	0			Fonyódi Anita kutatás!			0	126
1056	Belgrád rakpart 26.-- Irányi 1.-- Molnár 3.	Belgrád rakpart 26.	 Irányi utca 1.	Molnár utca 3.	47.490721,19.052406	lakóház		<lakó>, ;				na	0						0	127
	Belgrád rakpart a Petõfi és Eötvös tér között	Belgrád rakpart	Petõfi tér	Eötvös tér között		Hajóállomás		<hajóállomás>					0						0	128
1011	Bem rakpart 12.--Fő utca 23.	Bem rakpart 12.	Fő utca 23.		47.501832, 19.039692	ötemeletes épület, lakóház		<lakó>, ;		5-S<emelet>			0						0	129
1027	Bem rakpart 47.	Bem rakpart 47.			47.511302,19.039046	KÜM			'KÜM'				0			Belépés csak előzetes regisztrációval			0	130
1068	Benczúr utca 24., Délibáb 7.	Benczúr utca 24.	 Délibáb utca 7.										0						0	131
1068	Benczúr utca 26.-- Délibáb utca 9.	Benczúr utca 26.	 Délibáb utca 9.		47.51097,19.074666	Villa British Council, OTP Fáy Alapítvány		<villa>	'Villa British Council'; 'OTP'; 'Fáy Alapítvány'			116. o. premodern bérvilla	0			2 emeletes családi ház			0	132
	Benczúr utca 28. -- Délibáb utca 11. -- Munkácsy M. utca 2.	Benczúr utca 28.	Délibáb utca 11.	Munkácsy M. utca 2.		Villa, nyaraló, társasház	társas	<nyaraló>;<villa>					0			az egyik lakásban forgatták a Mephisto c. film egyes jeleneteit			0	133
1068	Benczúr utca 29	Benczúr utca 29.			47.511073,19.075306	emeletes épület				?-S<emelet>		MZs	0			Fellner Sándor / Bloch és Holitscher 1890-es évek végén			0	134
1068	Benczúr utca 41	Benczúr utca 41.			47.512041,19.077726	lakóház		<lakó>, ;				na. 226.	0			8. H ; szomszéd házról fotó.: 000362			0	135
1111	Bercsényi utca 5.	Bercsényi utca 5.			47.478647,19.05113	négyemeletes ház				4-S<emelet>		BZ-tól	0						0	136
1111	Bercsényi utca 8-10	Bercsényi utca 8-10.			47.478331,19.051395	négyemeletes ház				4-S<emelet>			0						0	137
1084	Bérkocsis utca 26.	Bérkocsis utca 26.			47.494143,19.073922	lakóház		<lakó>, ;				Gerle-Kovács-Makovecz: A századforduló magyar építészete	0						0	138
1111	Bertalan Lajos utca 20. -- Budafoki út 29.	Bertalan Lajos utca 20.	 Budafoki út 29.		47.4794260,19.0534040	négyemeletes ház				4-S<emelet>		MB	0			az első tervek 1910-esek, módosított tervek 1911-ből; egyéb iratanyag nincs, amiből kiderülne, mikorra készült el			0	139
1077	Bethlen Gábor utca 21. nincs meg	Bethlen Gábor utca 21.		**nincs meg	47.502931,19.080173	négyemeletes ház				4-S<emelet>		MZs	0						0	140
1149	Bíbor utca 7.	Bíbor utca 7.			47.503189,19.116149	négyemeletes ház				4-S<emelet>		MZs	0						0	141
1111	Bicskei utca 3-7. nincs meg	Bicskei utca 3-7.		**nincs meg	47.477867,19.049812	háromemeletes ház				3-S<emelet>		MZs	0						0	142
	Bíró Lajos utca 40 vagy Reguly Antal utca 34.	Bíró Lajos utca 40.		**vagy Reguly Antal utca 34.	47.483085,19.098183	földszintes ház				0-S<emelet>			0			igen, van 13-mas átalakítás, viszont a cím elvileg Bíró Lajos utca 40. ráadásul a 13-mas toldás a kert másik végében vot, ami szerintem esélyes, hogy ma Reguly Antal utca 34. címen fut...			0	143
1122	Bíró utca 16	Bíró utca 16.			47.50534,19.014877	egyemeletes ház				1-S<emelet>		MZs	0			1933-as tervek, korábbi anyag nincs			0	144
1085	Blaha Lujza tér 1-2	Blaha Lujza tér 1-2.			47.496136,19.069143	MüSzi			'MüSzi'				0						0	145
1094	Bokréta utca 26-28. -- Tűzoltó utca 25/b.	Bokréta utca 26-28.	Tűzoltó utca 25/b		47.482571, 19.075047	Lakóház, az utcaszinten üzletek (kerékpárüzlet és szervíz, kult. és gasztronómiai egyesület)	kerékpár	<lakó>, ;<üzlet>,<üzlet>					0			védett épület			0	146
1094	Bokréta utca 33.	Bokréta utca 33.			47.483003,19.075611	kétemeletes ház				2-S<emelet>		MZs	0			homlokzata nem egyezik a terveken láthatóval			0	147
	Bolyai u 8	Bolyai utca 8.				emeletes ház				?-S<emelet>			0						0	148
	Bosnyák 23	Bosnyák utca 23.				földszintes épület				0-S<emelet>			0						0	149
1149	Bosnyák tér 1., Thököly út 171.	Bosnyák tér 1.	  Thököly út 171.		47.5191295,19.1124024	A BKV Récsei Ernőről elnevezett remízépülete 		<remíz>	'BKV Récsei Ernő remízépület'			Gerle-Kovács-Makovecz: A századforduló magyar építészete	0						0	150
1145	Bosnyák utca 1-Róna utca 143	Bosnyák utca 1.	 Róna utca 143.		47.516697,19.108741	négyemeletes ház				4-S<emelet>			0						0	151
1088	Bródy Sándor utca 17.	Bródy Sándor utca 17.			47.492866,19.066739	lakóház		<lakó>, ;					0			1884-ben Br. Podmaniczky László építkezett a telek utcai felébe, 1908-ban Szávozd Richárd a két melléktraktus meghosszabbításaként toldaléképületet építetett (1884-5 utcai homlokzat 2 emletes lakóház; 1908-9 toldaléképületek, 1914 épületek összeépítése és a telek teljes körbeépítése 3 emeletig az utcai főszárnyak 4. emeletének felépítése, homlokzatának átalakítása!)			0	152
	Bródy Sándor utca 26.	Bródy Sándor utca 26.				lakóház, kávéház és üzletek 1911-ben, 12-ben már fordrász és szabó végül mégis kávéházra kapja a hazsnálatbavételi engedélyt, 1-4 emeletig lakások + padlás mosókonyhával		<lakó>, ;<kávé>,<üzlet>,<fordrász>,<kávé>,<lakás>					0			újonnan épült, ha volt is előzménye, annak ma nincs nyoma, 1992. büfé kialakítás			0	153
	Budafoki 31	Budafoki út 31.			47.479249,19.053537	négyemeletes ház				4-S<emelet>			0						0	154
1117	Budafoki út 35	Budafoki út 35.			47.478742,19.05349	négyemeletes ház				4-S<emelet>			0			oral history, kiadva kurzuson			0	155
1111	Budafoki út 4, BME?	Budafoki út 4.		**BME?	47.481608,19.054095	2 db négyemeletes ház				4-S<emelet>	2-Q<db>	MZs	0						0	156
	Budafoki út 52.	Budafoki út 52.				Kelenföldi Hőerőmű	hő	<erőmű>	'Kelenföldi Hőerőmű'			Gerle-Kovács-Makovecz: A századforduló magyar építészete	0						0	157
1111	Budafoki út 59.	Budafoki út 59.			47.474998, 19.052235	Lágymányosi Dohánygyár, ma Lechner Tudásközpont	dohány | tudás	<gyár>;<|>,<központ>	'Lágymányosi Dohánygyár' | 'Lechner Tudásközpont'				0			http://www.lltk.hu/rolunk/az-epuletrol ; http://dohanymuzeum.hu/budapest-lagymanyosi-dohanygyar	(1) http://www.lltk.hu/rolunk/az-epuletrol (2) http://dohanymuzeum.hu/budapest-lagymanyosi-dohanygyar	http://www.lltk.hu|http://dohanymuzeum.hu	2	158
1021	Budakeszi út 65-67. -- Hárshegyi út 22-24	Budakeszi út 65-67.	 Hárshegyi út 22-24.		47.5221657, 18.966073	Gschwindt-Tőry villa, lakóépület		<lakó>, ;<villa>	'Gschwindt-Tőry villa'				0						0	159
1118	Budaörsi út 49-51	Budaörsi út 49-51.			47.477094,19.023791	honvéd gyalogsági kaszárnya		<kaszárnya>				Gerle-Kovács-Makovecz: A századforduló magyar építészete	0						0	160
	Buday László utca 5 A	Buday László utca 5/A				kétemeletes ház				2-S<emelet>			0						0	161
1024	Buday László utca 5/B	Buday László utca 5/B			47.513341,19.0316	kétemeletes ház				2-S<emelet>			0						0	162
1134	Bulcsú utca 21/a -- Tüzér utca 2	Bulcsú utca 21/a	 Tüzér utca 2.		47.518755,19.062651	emletes ház (ÉI: emeletes műhely)		<műhely>		0-S<emelet>		MZs	0			csekkolva, de nincs kutatva? Glasner néven a címtárban (hrsz alpján a Lehel tértől a Lőportár utcáig bármi), http://www.csillagoshazak.hu/hazak/XIII/bulcsu21a; 1914-es címjegyzékben Hlavay György szerepel, 1916-osban Glasner Ede és neje	(1) http://www.csillagoshazak.hu/hazak/XIII/bulcsu21a;	http://www.csillagoshazak.hu	1	163
	Bulcsú utca 21/B?	Bulcsú utca 21/B		**?	47.518492,19.063151								0			térképen az egész terület Nicholson gyár területe			0	164
1225	Campona utca 1--2., Harbor Park	Campona utca 1-2.	Harbor Park		47.383917,18.966833	víztorony és siló		<víztorony>,<siló>				http://muemlekem.hu/muemlek?id=1277	1	muemlekem.hu	(1) <http://muemlekem.hu/muemlek?id=1277>	ipari műemlék, azonosítója: 16043			0	165
1146	Cházár András utca 10--Abonyi utca 9	Cházár András utca 10.	Abonyi utca 9.		47.50615,19.08964	kétemeletes gymnasium, volt Izraelita alapítású reál gimnázium, ELTE Radnóti Gyakorlógimnázium!	| gyakorló	<gimnázium>,<|>,<gimnázium>	'Izraelita alapítású reál gimnázium' | 'ELTE Radnóti Gyakorlógimnázium'	2-S<emelet>		Kovács Dani: Budapest Art Nouveau	0			http://lajtaarchiv.hu/muvek/pesti-izraelita-hitkozseg-alapitvanyi-fogimnaziuma-1913-1914/	(1) http://lajtaarchiv.hu/muvek/pesti-izraelita-hitkozseg-alapitvanyi-fogimnaziuma-1913-1914/	http://lajtaarchiv.hu	1	166
1146	Cházár András utca 14	Cházár András utca 14.			47.506988,19.088442	kétemeletes ház				2-S<emelet>		MZs	0						0	167
1146	Cházár András utca 18.	Cházár András utca 18.			47.507139,19.08787	kétemeletes ház				2-S<emelet>		BZ-tól	0			"a google earth csak a 16-ra jelöl, a levéltárban a 18-hoz tartozó terveken szép kétemeletes villaépület. (is a szomszéd épület anyagát hozta ki, ami 1927-es); 1906-tól a ház megépüléséig itt állt az Uhry karosszériagyár műhelye (Budapest, 2008 június, 23. o. - képpel: Gerlei Tamás – Kukla László – dr. Lovász György: Az Ikarus évszázados története) - az Ikarus ""jogelődje"" (http://magyarnarancs.hu/tudomany/az_ikarus_60_eve_-_akar_a_nevado-68011); az 1916-os lakcímjegyzék szerint itt élt Bauer Emil (többek között a Corvin mozi és a Majestic szálló építésze), dr. Berger István ügyvéd, Farkas Richárd fuvaros (később földbirtokos), Karczag Samu Sándor reklámvállalkozás tulajdonos, Neumann Miksa magánzó, Pollák Gusztáv magánzó és Tholt István okl. mérnök; itt működött a ""Reflektor"" Reklámvállalat (hirdetés: Színházi Élet, IV. évf. 5. szám, 2. o. - http://epa.oszk.hu/02300/02343/00077/pdf/EPA02343_szinhazi_elet_1915_05.pdf); később itt élt Gádor István keramikus, akire tábla is emlékezik a ház falán: https://www.kozterkep.hu/~/1386/gador_istvan_emlektabla_budapest_gador_magda_1991.html - valamint lánya, Gádor Magda, férjével Nagy Sándor szobrásszal: http://www.erembiennale.hu/19/40cv.html + http://www.artmagazin.hu/artmagazin_hirek/gador_magda_es_nagy_sandor_-_egy_aranydiplomas_szobraszmuvesz-hazaspar.950.html *** Szerepelt a csillagos házak között: http://www.csillagoshazak.hu/hazak/XIV"	(1) http://magyarnarancs.hu/tudomany/az_ikarus_60_eve_-_akar_a_nevado-68011); (2) http://epa.oszk.hu/02300/02343/00077/pdf/EPA02343_szinhazi_elet_1915_05.pdf); (3) https://www.kozterkep.hu/~/1386/gador_istvan_emlektabla_budapest_gador_magda_1991.html (4) http://www.erembiennale.hu/19/40cv.html (5) http://www.artmagazin.hu/artmagazin_hirek/gador_magda_es_nagy_sandor_-_egy_aranydiplomas_szobraszmuvesz-hazaspar.950.html (6) http://www.csillagoshazak.hu/hazak/XIV	http://magyarnarancs.hu|http://epa.oszk.hu|https://www.kozterkep.hu|http://www.erembiennale.hu|http://www.artmagazin.hu|http://www.csillagoshazak.hu	6	168
	Cházár András utca 19. -- Ajtósi Dürer sor 11.	Cházár András utca 19.	 Ajtósi Dürer sor 11.		47.50776,19.087703	Lakóház		<lakó>, ;					0			kutatta: Lendeczki Kinga			0	169
	Cházár András utca 7.	Cházár András utca 7.			47.506465,19.089867	Lakóház		<lakó>, ;					0			kutatta: Lendeczki Kinga			0	170
	Csaba utca 15. 	Csaba utca 15.				Malmos-villa 		<villa>	'Malmos-villa '			Gerle-Kovács-Makovecz: A századforduló magyar építészete p. 237	0						0	171
1122	Csaba utca 18/b	Csaba utca 18/b			47.504501,19.019675	kétemeletes ház				2-S<emelet>		MZs	0			XI.814: Hável Lipót építési cég iratai közt van róla valami, A  Budapest  főváros  építészeti  örökségének  fővárosi  helyi  védelméről  szóló  37/2013. (V.10.) Főv. Kgy. rendelet szerint Csaba utca 18/B  6992 lakóépület Friedman Ernő, 1936.			0	172
	Csaba utca 5.	Csaba utca 5.				 Római katolikus templom [Jelenleg parókia.]	|	<templom>,<|>,<parókia>				Gerle-Kovács-Makovecz: A századforduló magyar építészete p. 237	0						0	173
1122	Csaba utca 7/A -- Maros utca 30.	Csaba utca 7/A	 Maros utca 30.		47.505195,19.02067	bérházcsoport	bér				2--Q<db>	BZ-tól	0			tervtár: eredeti tervek, mérnöki leírások és számítások, átalakítási és korszerűsítési tervek, lakásleválasztások különböző korszakokból; eredetileg több bérházból álló bérházcsoport, később új tulajdonosok az egyes bérházakhoz			0	174
	Csajág u	Csajág utca				földszintes ház				0-S<emelet>			0						0	175
1027	Csalogány utca 39.	Csalogány utca 39.			47.507974,19.031987	ötemeletes ház				5-S<emelet>		MZs	0						0	176
1015	Csalogány utca 48. nincs meg	Csalogány utca 48.		**nincs meg	47.507874,19.028859	négyemeletes ház				4-S<emelet>		MZs	0						0	177
1015	Csalogány utca 55. - Varsányi Irén utca 46.	Csalogány utca 55.	 Varsányi Irén utca 46.		47.508222,19.028282	ötemeletes				5-S<emelet>			0						0	178
1132	Csanády utca 21 - Pannónia utca 41.	Csanády utca 21.	 Pannónia utca 41.		47.517401,19.054618	négyemeletes ház				4-S<emelet>		MZs	0			1938 - a Pannónia utcai homlokzaton a II. emeleten és a IV. emeleten létesítendő erkélyek; 1940 - belső átalakítások három lakásban néhány fal áthelyezése; 1947 - további belső átépítési munkák, ekkor a bombázásban megsérült I. emeleti 5 szoba hallos lakást állították helyre; 1952 - Fémfeldolgozó kisipari termelő szövetkezet számára a pincében férfi és női öltözőket alakítottak ki, illetve több lakásmegosztási tervek következnek ezután. Sándor Pálné sokáig szerepel a terveken háztulajdonosként, egészen a lakásmegosztásokig, 1913-as lakásuk Harmincad utca 3. 4 emeletes, földszinten mind a két utcai frontra üzletsorok, összesen hét helyiség lett kialakítva. A lakások cselédszobával és fürdőszobával is el vannak látva, legalább 2 szoba tartozik egy lakásba. A házban lift és központi fűtés lett kialakítva. A cselédlépcső lépcsőfordulóiban cseléd mellékhelyiség volt kialakítva			0	179
1135	Csata utca 20.	Csata utca 20.			47.5287169, 19.0776649	iskola		<iskola>					0						0	180
1135	Csata utca 24-26	Csata utca 24-26.			47.529327,19.078343	raktárak		<raktár>			2--Q<db>	MZs	0			Müller gyára a telekszomszéd Üteg utca 19-ben volt, a 3 telek közös hrsz-on szerepel a '37-es térképen			0	181
1061	Csengery utca 61.	Csengery utca 61.			47.509025,19.062234	Jellinek-ház			'Jellinek-ház'			136.o. premod-szec.	0						0	182
1067	Csengery utca 68.	Csengery utca 68.			47.508374,19.062748	lakóház, Fáklya klub		<lakó>, ;<klub>	'Fáklya klub'			29-30	0						0	183
1067	Csengery utca 76.	Csengery utca 76.			47.508960, 19.061925	lakóház		<lakó>, ;					0						0	184
1143	Cserei utca 3.	Cserei utca 3.			47.505645,19.099923	háromemeletes ház				3-S<emelet>		MZs	0						0	185
1105	Cserkesz utca 15.	Cserkesz utca 15.			47.480475,19.131241							MZs	0			lakó: Oeder Ferencz (sertésbizományos)			0	186
1086	Csobánc u - Szaszgyár utca sarka	Csobánc utca	Szaszgyár utca sarka		47.488597,19.089652	háromemeletes malomépület		<malom>		3-S<emelet>		MZs	0						0	187
	Csobánc utca 8	Csobánc utca 8.			47.489307,19.088793	háromemeletes ház 				3-S<emelet>		89	0						0	188
	Csokonai utca 8.	Csokonai utca 8.				Lakóház		<lakó>, ;					0						0	189
1123	Csörsz utca 13. nincs meg	Csörsz utca 13.		**nincs meg	47.489898,19.027633	háromemeletes ház				3-S<emelet>		MZs	0						0	190
1056	Cukor utca 6.--Papnövelde utca 4-6	Cukor utca 6.	Papnövelde utca 4-6.		47.491283,19.056718	Cukor utcai iskola		<iskola>	'Cukor utcai iskola'			61	0						0	191
